iata_code,name,type,municipality,iso_country,latitude_deg,longitude_deg,route_count,inbound_route_count,type_score,major_score
SRU,Surbung Airport,small_airport,Falam,MM,22.939167,93.615333,0,0,0.25,0.25
GAW,Gangaw Airport,small_airport,Gangaw,MM,22.174699783325195,94.1343994140625,0,0,0.25,0.25
GWA,Gwa Airport,small_airport,Gwa,MM,17.600000381469727,94.5832977294922,0,0,0.25,0.25
HOX,Hommalinn Airport,small_airport,Hommalinn,MM,24.899599,94.914001,0,0,0.25,0.25
TIO,Tilin Airport,small_airport,Tilin,MM,21.700000762939453,94.0999984741211,0,0,0.25,0.25
KHM,Kanti Airport,small_airport,Kanti,MM,25.9883,95.6744,0,0,0.25,0.25
KMV,Kalay Airport,small_airport,Kalemyo,MM,23.188801,94.051102,0,0,0.25,0.25
KYT,Kyauktu Airport,small_airport,Kyauktu,MM,21.399999618530277,94.13330078125,0,0,0.25,0.25
MNU,Mawlamyine Airport,small_airport,Mawlamyine,MM,16.444700241088867,97.66069793701172,0,0,0.25,0.25
MGU,Manaung Airport,small_airport,Manaung,MM,18.8458,93.688904,0,0,0.25,0.25
MGK,Mong Tong Airport,small_airport,Mong Tong,MM,20.29669952392578,98.8989028930664,0,0,0.25,0.25
MWQ,Magway Airport,small_airport,Magway,MM,20.1656,94.941399,0,0,0.25,0.25
NYW,Monywar Airport,small_airport,Monywar,MM,22.221638,95.093479,0,0,0.25,0.25
NMT,Namtu Airport,small_airport,Namtu,MM,23.083,97.383003,0,0,0.25,0.25
PAA,Hpa-N Airport,small_airport,Hpa-N,MM,16.8937,97.674599,0,0,0.25,0.25
PAU,Pauk Airport,small_airport,Pauk,MM,21.4492,94.4869,0,0,0.25,0.25
BSX,Pathein Airport,small_airport,Pathein,MM,16.815201,94.7799,0,0,0.25,0.25
PPU,Hpapun Airport,small_airport,Pa Pun,MM,18.0666999817,97.449798584,0,0,0.25,0.25
PKK,Pakhokku Airport,small_airport,Pakhokku,MM,21.4043,95.11125,0,0,0.25,0.25
PRU,Pyay Airport,small_airport,Pye,MM,18.824499130249023,95.26599884033205,0,0,0.25,0.25
XYE,Ye Airport,small_airport,Ye,MM,15.301361,97.864288,0,0,0.25,0.25
ULN,Buyant-Ukhaa International Airport,large_airport,Ulaanbaatar,MN,47.843102,106.766998,15,14,2.0,3.8827641177822585
UBN,Ulaanbaatar Chinggis Khaan International Airport,large_airport,Ulaanbaatar (Sergelen),MN,47.646916,106.819833,0,0,2.0,2.0
COQ,Choibalsan Airport,medium_airport,,MN,48.135381,114.647231,3,3,1.0,1.950601847625068
BYN,Bayankhongor Airport,medium_airport,Bayankhongor,MN,46.1633,100.704002,2,2,1.0,1.7533341408009897
LTI,Altai Airport,medium_airport,Altai,MN,46.37639999389648,96.22109985351562,1,1,1.0,1.4753009238125339
HVD,Khovd Airport,medium_airport,Khovd,MN,47.954102,91.628197,1,1,1.0,1.4753009238125339
MXV,Mörön Airport,medium_airport,Mörön,MN,49.663677,100.100028,1,1,1.0,1.4753009238125339
ULO,Ulaangom Airport,medium_airport,Ulaangom,MN,50.066588,91.938273,1,1,1.0,1.4753009238125339
ULG,Ölgii Mongolei International Airport,medium_airport,Ölgii,MN,48.993301,89.922501,1,1,1.0,1.4753009238125339
DLZ,Dalanzadgad Airport,medium_airport,Dalanzadgad,MN,43.608628,104.367734,0,1,1.0,1.1980420515885557
AVK,Arvaikheer Airport,medium_airport,Arvaikheer,MN,46.250301361083984,102.802001953125,0,0,1.0,1.0
UGA,Bulgan Airport,medium_airport,Bulgan,MN,48.85499954223633,103.47599792480467,0,0,1.0,1.0
UUN,Baruun Urt Airport,medium_airport,,MN,46.660301208496094,113.28500366210938,0,0,1.0,1.0
ULZ,Donoi Airport,small_airport,Uliastai,MN,47.7093,96.5258,1,1,0.25,0.725300923812534
ERT,Erdenet Airport,small_airport,Erdenet,MN,48.983056,104.150556,0,0,0.25,0.25
UGT,Bulagtai Resort Airport,small_airport,Khankhongor,MN,43.749304,104.114985,0,0,0.25,0.25
HBU,Bulgan Sum Airport,small_airport,Bulgan,MN,46.100601,91.584198,0,0,0.25,0.25
HTM,Khatgal Airport,small_airport,Hatgal,MN,50.435988,100.139532,0,0,0.25,0.25
KHR,Kharkhorin Airport,small_airport,,MN,47.246667,102.826111,0,0,0.25,0.25
HJT,Khujirt Airport,small_airport,Khujirt,MN,46.9258003235,102.773002625,0,0,0.25,0.25
MXW,Mandalgobi Airport,small_airport,Mandalgobi,MN,45.7380981445,106.268997192,0,0,0.25,0.25
TSZ,Tsetserleg Airport,small_airport,Tsetserleg,MN,47.461476,101.483804,0,0,0.25,0.25
TNZ,Tosontsengel Airport,small_airport,Tosontsengel,MN,48.73887,98.2941,0,0,0.25,0.25
UNR,Öndörkhaan Airport,small_airport,Öndörkhaan,MN,47.30486,110.6092,0,0,0.25,0.25
MFM,Macau International Airport,large_airport,Nossa Senhora do Carmo,MO,22.149599,113.592003,38,38,2.0,4.512156557346043
XZM,Macau Heliport at Outer Harbour Ferry Terminal,heliport,Sé,MO,22.196242,113.55936,0,0,0.0,0.0
ROP,Rota International Airport,large_airport,Rota Island,MP,14.173267,145.241103,2,2,2.0,2.7533341408009893
SPN,Saipan International Airport,medium_airport,"I Fadang, Saipan",MP,15.119384,145.728848,10,9,1.0,2.617039564260504
TIQ,Tinian International Airport,large_airport,Tinian Island,MP,15.000453,145.618974,0,0,2.0,2.0
FDF,Martinique Aimé Césaire International Airport,large_airport,Fort-de-France,MQ,14.591,-61.003201,11,10,2.0,3.679075595000449
NKC,Nouakchott–Oumtounsy International Airport,large_airport,Nouakchott,MR,18.31,-15.969722,9,9,2.0,3.5789154923387745
NDB,Nouadhibou International Airport,large_airport,Nouadhibou,MR,20.932404,-17.030199,3,3,2.0,2.9506018476250677
ATR,Atar International Airport,large_airport,Atar,MR,20.505823,-13.043744,0,0,2.0,2.0
OUZ,Tazadit Airport,small_airport,Zouérate,MR,22.757345,-12.482228,3,3,0.25,1.2006018476250677
AEO,Aioun el Atrouss Airport,small_airport,Aioun El Atrouss,MR,16.711299896240234,-9.637880325317385,0,0,0.25,0.25
OTL,Boutilimit Airport,small_airport,Boutilimit,MR,17.52832,-14.71412,0,0,0.25,0.25
THI,Tichitt Airport,small_airport,Tichitt,MR,18.433942,-9.486411,0,0,0.25,0.25
TIY,Tidjikja Airport,small_airport,Tidjikja,MR,18.570101,-11.4235,0,0,0.25,0.25
BGH,Abbaye Airport,small_airport,Boghe,MR,16.63331413269043,-14.200000762939451,0,0,0.25,0.25
KFA,Kiffa Airport,small_airport,Kiffa,MR,16.59,-11.4062,0,0,0.25,0.25
TMD,Timbedra Airport,small_airport,Timbedra,MR,16.233671,-8.163464,0,0,0.25,0.25
EMN,Néma Airport,small_airport,Néma,MR,16.622,-7.3166,0,0,0.25,0.25
AJJ,Akjoujt Airport,small_airport,Akjoujt,MR,19.727998,-14.377214,0,0,0.25,0.25
KED,Kaédi Airport,small_airport,Kaédi,MR,16.1595,-13.5076,0,0,0.25,0.25
MOM,Letfotar Airport,small_airport,Moudjeria,MR,17.75,-12.5,0,0,0.25,0.25
SEY,Sélibaby Airport,small_airport,Sélibaby,MR,15.179699897766112,-12.207300186157228,0,0,0.25,0.25
THT,Tamchakett Airport,small_airport,Tamchakett,MR,17.23157,-10.77923,0,0,0.25,0.25
FGD,Fderik Airport,small_airport,Fderik,MR,22.673551,-12.729262,0,0,0.25,0.25
MNI,John A. Osborne Airport,large_airport,Gerald's Park,MS,16.791835,-62.193204,0,0,2.0,2.0
MLA,Malta International Airport,large_airport,Valletta,MT,35.845932,14.491546,76,76,2.0,4.97860943212824
GZM,Xewkija Heliport,heliport,Gozo,MT,36.027199,14.2728,0,0,0.0,0.0
JCO,Comino Heliport,heliport,Comino,MT,36.01007,14.347306,0,0,0.0,0.0
MRU,Sir Seewoosagur Ramgoolam International Airport,large_airport,Plaine Magnien,MU,-20.430201,57.683601,25,24,2.0,4.222917422313793
RRG,Sir Charles Gaetan Duval Airport,medium_airport,Port Mathurin,MU,-19.756696,63.359326,1,1,1.0,1.4753009238125339
AHG,Agalega Island Airstrip,small_airport,Vingt Cinq,MU,-10.3731,56.609798,0,0,0.25,0.25
MLE,Velana International Airport,large_airport,Malé,MV,4.19183,73.529099,29,27,2.0,4.312537384143492
GAN,Gan International Airport,large_airport,Gan,MV,-0.692975,73.152627,3,3,2.0,2.9506018476250677
HAQ,Hanimaadhoo International Airport,large_airport,Haa Dhaalu Atoll,MV,6.743235,73.167072,2,2,2.0,2.7533341408009893
NMF,Maafaru International Airport,large_airport,Noonu Atoll,MV,5.817407,73.468404,0,0,2.0,2.0
KDO,Kadhdhoo Airport,medium_airport,Kadhdhoo,MV,1.8591699600219729,73.52189636230469,2,2,1.0,1.7533341408009897
KDM,Kaadedhdhoo Airport,medium_airport,Huvadhu Atoll,MV,0.488131,72.996902,2,2,1.0,1.7533341408009897
DRV,Dharavandhoo Airport,small_airport,Baa Atoll,MV,5.1561,73.1302,2,2,0.25,1.0033341408009897
GKK,Kooddoo Airport,small_airport,Huvadhu Atoll,MV,0.7324,73.4336,2,2,0.25,1.0033341408009897
VAM,Villa International Airport Maamigili,medium_airport,Maamigili,MV,3.471751,72.832633,0,0,1.0,1.0
FVM,Fuvahmulah Airport,small_airport,Fuvahmulah Island,MV,-0.309722,73.435,1,1,0.25,0.725300923812534
FND,Funadhoo Airport,small_airport,Funadhoo,MV,6.162443,73.28752,0,0,0.25,0.25
LMV,Madivaru Airport,small_airport,Naifaru,MV,5.457545,73.370261,0,0,0.25,0.25
FMT,Faresmaathoda Airport,small_airport,Faresmaathodaa,MV,0.192647,73.196755,0,0,0.25,0.25
MUM,Muli Airport,small_airport,Muli,MV,2.911389,73.583611,0,0,0.25,0.25
HRF,Hoarafushi Airport,small_airport,,MV,6.96967,72.896287,0,0,0.25,0.25
HDK,Kulhudhuffushi Airport,small_airport,Kulhudhuffushi,MV,6.630762,73.067815,0,0,0.25,0.25
IFU,Ifuru Airport,small_airport,Ifuru Island,MV,5.7083,73.025,0,0,0.25,0.25
DDD,Dhaalu Atoll Airport,small_airport,Kudahuvadhoo,MV,2.666075,72.887118,0,0,0.25,0.25
TMF,Thimarafushi Airport,small_airport,Thimarafushi,MV,2.211,73.1533,0,0,0.25,0.25
RUL,Maavaarulaa Airport,small_airport,Maavaarulu,MV,0.338085,73.512869,0,0,0.25,0.25
LLW,Kamuzu International Airport,large_airport,Lumbadzi,MW,-13.7894,33.780998,6,7,2.0,3.372490214387793
BLZ,Chileka International Airport,large_airport,Blantyre,MW,-15.677189,34.972319,4,4,2.0,3.1036145685262397
DWA,Dwangwa Airport,medium_airport,Dwangwa,MW,-12.517527,34.131877,0,0,1.0,1.0
KGJ,Karonga Airport,medium_airport,Karonga,MW,-9.953571,33.893264,0,0,1.0,1.0
ZZU,Mzuzu Airport,medium_airport,Mzuzu,MW,-11.4447,34.011799,0,0,1.0,1.0
CEH,Chelinda Malawi Airport,small_airport,,MW,-10.55,33.799999,0,0,0.25,0.25
CMK,Club Makokola Airport,small_airport,Club Makokola,MW,-14.306483,35.131477,0,0,0.25,0.25
KBQ,Kasungu Airport,small_airport,Kasungu,MW,-13.0146,33.468601,0,0,0.25,0.25
LIX,Likoma Island Airport,small_airport,Likoma Island,MW,-12.079787,34.736253,0,0,0.25,0.25
MYZ,Monkey Bay Airport,small_airport,Monkey Bay,MW,-14.0836000443,34.9197006226,0,0,0.25,0.25
LMB,Salima Airport,small_airport,Salima,MW,-13.755893,34.584188,0,0,0.25,0.25
VUU,Mvuu Camp Airport,small_airport,Liwonde National Park,MW,-14.838611,35.301389,0,0,0.25,0.25
MEX,Mexico City Benito Juárez International Airport,large_airport,Mexico City,MX,19.435822,-99.07033,94,95,2.0,5.125650239916741
CUN,Cancún International Airport,large_airport,Cancún,MX,21.040817,-86.87347,78,78,2.0,4.996192813120243
GDL,Guadalajara International Airport,large_airport,Guadalajara,MX,20.523342,-103.310108,41,41,2.0,4.562973452537166
MTY,Monterrey International Airport,large_airport,Monterrey,MX,25.778521,-100.106989,32,32,2.0,4.397605185005586
TIJ,General Abelardo L. Rodriguez International Airport,large_airport,Tijuana,MX,32.541043,-116.969976,32,31,2.0,4.388813282529371
SJD,Los Cabos International Airport,large_airport,San José del Cabo,MX,23.151919,-109.720731,22,22,2.0,4.150053176637131
PVR,Puerto Vallarta International Airport,large_airport,Puerto Vallarta,MX,20.679913,-105.254391,21,21,2.0,4.119571968017131
HMO,General Ignacio L. Pesqueira International Airport,large_airport,Hermosillo,MX,29.092811,-111.053015,13,13,2.0,3.809639311736177
CUU,General Roberto Fierro Villalobos International Airport,large_airport,Chihuahua,MX,28.702649,-105.963764,10,10,2.0,3.644271044204597
BJX,Guanajuato International Airport,large_airport,Silao,MX,20.992695,-101.480284,10,10,2.0,3.644271044204597
TLC,Adolfo López Mateos International Airport,large_airport,Toluca,MX,19.3369,-99.56583,10,10,2.0,3.644271044204597
CZM,Cozumel International Airport,large_airport,Cozumel,MX,20.514922,-86.928538,9,9,2.0,3.5789154923387745
MZT,General Rafael Buelna International Airport,large_airport,Mazatlàn,MX,23.162823,-106.264517,9,9,2.0,3.5789154923387745
VER,General Heriberto Jara International Airport,large_airport,Veracruz,MX,19.139589,-96.188602,9,9,2.0,3.5789154923387745
MID,Manuel Crescencio Rejón International Airport,large_airport,Mérida,MX,20.930485,-89.645462,8,8,2.0,3.5066682816019794
VSA,Carlos Rovirosa Pérez International Airport,large_airport,Villahermosa,MX,17.994283,-92.818199,8,8,2.0,3.5066682816019794
AGU,Aguascalientes International Airport,large_airport,Aguascalientes,MX,21.699589,-102.318372,7,7,2.0,3.4259027714376016
CUL,Bachigualato Federal International Airport,large_airport,Culiacán,MX,24.76504,-107.475228,7,7,2.0,3.4259027714376016
MLM,General Francisco J. Mujica International Airport,large_airport,Morelia,MX,19.849899,-101.025002,7,7,2.0,3.4259027714376016
CJS,Abraham González International Airport,large_airport,Ciudad Juárez,MX,31.636673,-106.428533,6,6,2.0,3.3343383879236432
PBC,Hermanos Serdán International Airport,large_airport,Puebla,MX,19.158465,-98.371582,6,6,2.0,3.3343383879236432
ACA,General Juan N. Álvarez International Airport,large_airport,Acapulco,MX,16.757126,-99.753113,5,5,2.0,3.228635064613523
OAX,Xoxocotlán International Airport,large_airport,Oaxaca,MX,16.998773,-96.726092,5,5,2.0,3.228635064613523
QRO,Querétaro Intercontinental Airport,large_airport,Querétaro,MX,20.618779,-100.186449,5,5,2.0,3.228635064613523
ZIH,Ixtapa-Zihuatanejo International Airport,large_airport,Ixtapa,MX,17.601771,-101.460629,5,5,2.0,3.228635064613523
HUX,Bahías de Huatulco International Airport,large_airport,Huatulco,MX,15.775437,-96.260456,2,2,2.0,2.7533341408009893
LTO,Loreto International Airport,large_airport,Loreto,MX,25.989549,-111.348408,1,1,2.0,2.475300923812534
LAP,Manuel Márquez de León International Airport,medium_airport,La Paz,MX,24.072331,-110.362662,6,6,1.0,2.3343383879236432
SLP,Ponciano Arriaga International Airport,medium_airport,San Luis Potosí,MX,22.262026,-100.935692,6,6,1.0,2.3343383879236432
TRC,Francisco Sarabia Tinoco International Airport,medium_airport,Torreón,MX,25.562265,-103.404608,6,6,1.0,2.3343383879236432
LMM,Valle del Fuerte International Airport,medium_airport,Los Mochis,MX,25.685503,-109.081159,5,5,1.0,2.228635064613523
REX,General Lucio Blanco International Airport,medium_airport,Reynosa,MX,26.0089,-98.2285,5,5,1.0,2.228635064613523
TGZ,Angel Albino Corzo International Airport,medium_airport,Tuxtla Gutiérrez,MX,16.561611,-93.025731,5,5,1.0,2.228635064613523
TAM,General Francisco Javier Mina International Airport,medium_airport,Ciudad Madero,MX,22.292622,-97.867058,5,5,1.0,2.228635064613523
ZCL,General Leobardo C. Ruiz International Airport,medium_airport,Zacatecas,MX,22.894942,-102.687154,5,5,1.0,2.228635064613523
CEN,Ciudad Obregón International Airport,medium_airport,Ciudad Obregón,MX,27.39259910583496,-109.83300018310548,4,4,1.0,2.10361456852624
DGO,General Guadalupe Victoria International Airport,medium_airport,Durango,MX,24.125468,-104.527938,4,4,1.0,2.10361456852624
ZLO,Playa de Oro International Airport,medium_airport,Manzanillo,MX,19.1448,-104.558998,4,4,1.0,2.10361456852624
NLU,Felipe Ángeles International Airport,large_airport,Mexico City,MX,19.743824,-99.01507,0,0,2.0,2.0
TQO,Felipe Carrillo Puerto International Airport Tulum,large_airport,Tulum,MX,20.172098,-87.660272,0,0,2.0,2.0
MXL,General Rodolfo Sánchez Taboada International Airport,medium_airport,Mexicali,MX,32.630629,-115.242805,3,3,1.0,1.950601847625068
PAZ,El Tajín National Airport,medium_airport,Poza Rica,MX,20.6026992798,-97.4608001709,3,3,1.0,1.950601847625068
CME,Ciudad del Carmen International Airport,medium_airport,Ciudad del Carmen,MX,18.651516,-91.799355,2,2,1.0,1.7533341408009897
TPQ,Amado Nervo National Airport,medium_airport,Tepic,MX,21.419833,-104.842472,2,2,1.0,1.7533341408009897
CLQ,Licenciado Miguel de la Madrid International Airport,medium_airport,Colima,MX,19.277,-103.577002,2,2,1.0,1.7533341408009897
SLW,Plan De Guadalupe International Airport,medium_airport,Saltillo,MX,25.53786,-100.928346,2,2,1.0,1.7533341408009897
UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,medium_airport,Uruapan,MX,19.3967,-102.039001,2,2,1.0,1.7533341408009897
TAP,Tapachula International Airport,medium_airport,Tapachula,MX,14.794549,-92.369871,2,2,1.0,1.7533341408009897
CTM,Chetumal International Airport,medium_airport,Chetumal,MX,18.504985,-88.328018,1,1,1.0,1.4753009238125339
CPE,Ingeniero Alberto Acuña Ongay International Airport,medium_airport,Campeche,MX,19.815969,-90.500125,1,1,1.0,1.4753009238125339
CVM,General Pedro Jose Mendez International Airport,medium_airport,Ciudad Victoria,MX,23.7033,-98.956497,1,1,1.0,1.4753009238125339
JAL,El Lencero Airport,medium_airport,Emiliano Zapata,MX,19.475107,-96.797008,1,1,1.0,1.4753009238125339
LZC,Lázaro Cárdenas Airport,medium_airport,Lázaro Cárdenas,MX,18.001672,-102.220316,1,1,1.0,1.4753009238125339
MAM,General Servando Canales International Airport,medium_airport,Matamoros,MX,25.7698993683,-97.5252990723,1,1,1.0,1.4753009238125339
MTT,Minatitlán/Coatzacoalcos International Airport,medium_airport,Cosoleacaque,MX,18.103399,-94.580704,1,1,1.0,1.4753009238125339
NLD,Quetzalcóatl International Airport,medium_airport,Nuevo Laredo,MX,27.443899,-99.570503,1,1,1.0,1.4753009238125339
PDS,Piedras Negras International Airport,medium_airport,Piedras Negras,MX,28.627873,-100.53524,1,1,1.0,1.4753009238125339
PXM,Puerto Escondido International Airport,medium_airport,Puerto Escondido,MX,15.876808,-97.0891,1,1,1.0,1.4753009238125339
NTR,Del Norte International Airport,medium_airport,Monterrey,MX,25.865601,-100.237,0,0,1.0,1.0
CVJ,General Mariano Matamoros International Airport,medium_airport,Temixco,MX,18.833922,-99.261818,0,0,1.0,1.0
CYW,Captain Rogelio Castillo National Airport,medium_airport,Celaya,MX,20.545998,-100.886539,0,0,1.0,1.0
ESE,Ensenada International Airport / El Ciprés Air Base,medium_airport,Ensenada,MX,31.794516,-116.602384,0,0,1.0,1.0
GYM,General José María Yáñez International Airport,medium_airport,Guaymas,MX,27.9689998626709,-110.9250030517578,0,0,1.0,1.0
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,medium_airport,Ixtepec,MX,16.445961,-95.093708,0,0,1.0,1.0
LOV,Monclova International Airport,medium_airport,Monclova,MX,26.9557,-101.470001,0,0,1.0,1.0
NOG,Nogales International Airport,medium_airport,Nogales,MX,31.225756,-110.976934,0,0,1.0,1.0
CSW,Cabo San Lucas International Airport,medium_airport,Cabo San Lucas,MX,22.949072,-109.939479,0,0,1.0,1.0
PQM,Palenque International Airport,small_airport,Palenque,MX,17.533153,-92.015484,1,1,0.25,0.725300923812534
BHL,Bahía de los Ángeles Airport,small_airport,Ensenada,MX,28.9786,-113.560997,0,0,0.25,0.25
LOM,Francisco Primo de Verdad y Ramos Airport,small_airport,Lagos de Moreno,MX,21.258983,-101.943758,0,0,0.25,0.25
TZM,Aeródromo de Cupul,small_airport,Tizimin,MX,21.155716,-88.172918,0,0,0.25,0.25
CNA,Cananea National Airport,small_airport,Cananea,MX,31.06615,-110.097878,0,0,0.25,0.25
ACN,Ciudad Acuña New International Airport,small_airport,Ciudad Acuña,MX,29.333662,-101.100555,0,0,0.25,0.25
NCG,Aeropuerto Municipal de Nuevo Casas Grandes,small_airport,Nuevo Casas Grandes,MX,30.3974,-107.875,0,0,0.25,0.25
CJT,San Antonio Copalar Airport,small_airport,Comitán,MX,16.176701,-92.050598,0,0,0.25,0.25
CZA,Chichén Itzá International Airport,small_airport,Tinúm,MX,20.6413,-88.446198,0,0,0.25,0.25
CUA,Ciudad Constitución National Airport,small_airport,Comondú,MX,25.053801,-111.614998,0,0,0.25,0.25
MMC,Ciudad Mante Los Huastecas National Airport,small_airport,Ciudad Mante,MX,22.738957,-99.018516,0,0,0.25,0.25
GUB,Guerrero Negro Airport,small_airport,San Quintín,MX,28.0261,-114.024002,0,0,0.25,0.25
TCN,Tehuacán National Airport,small_airport,Tehuacán,MX,18.49722,-97.42011,0,0,0.25,0.25
ISJ,Isla Mujeres National Airport,small_airport,Isla Mujeres,MX,21.245962,-86.740365,0,0,0.25,0.25
AZP,Jorge Jiménez Cantú National Airport,small_airport,Atizapán de Zaragoza,MX,19.574155,-99.291183,0,0,0.25,0.25
MUG,Mulege Airport,small_airport,Mulege,MX,26.905347,-111.970725,0,0,0.25,0.25
PPE,Mar de Cortés International Airport,small_airport,Puerto Peñasco,MX,31.351987,-113.305177,0,0,0.25,0.25
PCO,Punta Colorada Airport,small_airport,La Ribera,MX,23.575011,-109.535826,0,0,0.25,0.25
SFH,San Felipe International Airport,small_airport,Mexicali,MX,30.93006,-114.808459,0,0,0.25,0.25
SCX,Estación Aeronaval de Salina Cruz,small_airport,Salina Cruz,MX,16.212601,-95.201599,0,0,0.25,0.25
TSL,Tamuín National Airport,small_airport,Tamuín,MX,22.0383,-98.806502,0,0,0.25,0.25
TUY,Base Aeronaval de Tulum,small_airport,Tulum,MX,20.227301,-87.438203,0,0,0.25,0.25
ZMM,Zamora Airport,small_airport,Zamora,MX,20.045,-102.276001,0,0,0.25,0.25
AJS,Punta Abreojos Airport,small_airport,Mulegé,MX,26.7272,-113.558998,0,0,0.25,0.25
AZG,Apatzingán - Pablo L. Sidar Airport,small_airport,Apatzingán,MX,19.093399,-102.393997,0,0,0.25,0.25
PCM,Playa del Carmen National Airport,small_airport,Playa del Carmen,MX,20.622752,-87.082171,0,0,0.25,0.25
PCV,Punta Chivato Airport,small_airport,Mulegé,MX,27.069201,-111.961998,0,0,0.25,0.25
SGM,San Ignacio Airport,small_airport,Mulegé,MX,27.296473,-112.938809,0,0,0.25,0.25
UAC,San Luis Río Colorado Airport,small_airport,San Luis Río Colorado,MX,32.445301,-114.797997,0,0,0.25,0.25
XAL,Álamos Airport,small_airport,Álamos,MX,27.039,-108.949021,0,0,0.25,0.25
SNQ,San Quintín Military Airstrip,small_airport,San Quintín,MX,30.5288,-115.9462,0,0,0.25,0.25
SRL,Palo Verde Airport,small_airport,Mulegé,MX,27.0927,-112.0985,0,0,0.25,0.25
KUL,Kuala Lumpur International Airport,large_airport,Sepang,MY,2.74558,101.709999,112,111,2.0,5.2390976621406775
BKI,Kota Kinabalu International Airport,large_airport,Kota Kinabalu,MY,5.932743,116.049324,30,30,2.0,4.354734083075529
PEN,Penang International Airport,large_airport,Penang,MY,5.296303,100.276185,20,20,2.0,4.0876725287246325
KCH,Kuching International Airport,large_airport,Kuching,MY,1.487364,110.352859,14,14,2.0,3.85694870932723
JHB,Senai International Airport,large_airport,Johor Bahru,MY,1.64131,103.669998,12,12,2.0,3.758822416545054
SZB,Sultan Abdul Aziz Shah International Airport,large_airport,Subang,MY,3.13058,101.549004,12,12,2.0,3.758822416545054
MYY,Miri Airport,medium_airport,Miri,MY,4.32201,113.987,20,20,1.0,3.0876725287246325
IPH,Sultan Azlan Shah Airport,large_airport,Ipoh,MY,4.56733,101.091643,1,1,2.0,2.475300923812534
KBR,Sultan Ismail Petra Airport,medium_airport,Kota Baharu,MY,6.166850090026856,102.29299926757812,7,7,1.0,2.4259027714376016
MUR,Marudi Airport,medium_airport,Marudi,MY,4.178734,114.330318,6,6,1.0,2.3343383879236432
SBW,Sibu Airport,medium_airport,Sibu,MY,2.2616,111.985001,6,6,1.0,2.3343383879236432
BTU,Bintulu Airport,medium_airport,Bintulu,MY,3.12385010719,113.019996643,5,5,1.0,2.228635064613523
TWU,Tawau Airport,medium_airport,Tawau,MY,4.31338,118.12152,5,5,1.0,2.228635064613523
LGK,Langkawi International Airport,medium_airport,Langkawi,MY,6.329730033874512,99.72869873046876,5,5,1.0,2.228635064613523
SDK,Sandakan Airport,medium_airport,Sandakan,MY,5.900899887084961,118.05899810791016,4,4,1.0,2.10361456852624
MZV,Mulu Airport,medium_airport,Mulu,MY,4.048329830169678,114.80500030517578,4,4,1.0,2.10361456852624
TGG,Sultan Mahmud Airport,medium_airport,Kuala Terengganu,MY,5.3826398849487305,103.10299682617188,4,4,1.0,2.10361456852624
LBU,Labuan Airport,medium_airport,Labuan,MY,5.301667,115.248333,3,3,1.0,1.950601847625068
KUA,Kuantan Airport,medium_airport,Kuantan,MY,3.775389909744263,103.20899963378906,3,3,1.0,1.950601847625068
MKM,Mukah Airport,medium_airport,Mukah,MY,2.881944,112.043333,2,2,1.0,1.7533341408009897
BBN,Bario Airport,medium_airport,Bario,MY,3.734648,115.478548,2,2,1.0,1.7533341408009897
AOR,Sultan Abdul Halim Airport,medium_airport,Alor Satar,MY,6.189670085906982,100.39800262451172,2,2,1.0,1.7533341408009897
LMN,Limbang Airport,medium_airport,Limbang,MY,4.808300018310547,115.01000213623048,1,1,1.0,1.4753009238125339
LDU,Lahad Datu Airport,medium_airport,Lahad Datu,MY,5.03241,118.32376,1,1,1.0,1.4753009238125339
KTE,Kerteh Airport,medium_airport,Kerteh,MY,4.53722,103.427002,1,1,1.0,1.4753009238125339
LWY,Lawas Airport,small_airport,Lawas,MY,4.84917,115.407997,3,3,0.25,1.2006018476250677
LGL,Long Lellang Airport,small_airport,Long Datih,MY,3.42100000381,115.153999329,2,2,0.25,1.0033341408009897
ODN,Long Seridan Airport,small_airport,Long Seridan,MY,3.976087,115.067303,2,2,0.25,1.0033341408009897
LKH,Long Akah Airport,small_airport,Long Akah,MY,3.310909,114.785553,2,2,0.25,1.0033341408009897
KUD,Kudat Airport,small_airport,Kudat,MY,6.924111,116.837068,2,2,0.25,1.0033341408009897
RDN,LTS Pulau Redang Airport,small_airport,Redang,MY,5.764804,103.004942,2,2,0.25,1.0033341408009897
TOD,Tioman Airport,medium_airport,Tioman Island,MY,2.81818,104.160004,0,0,1.0,1.0
BWH,RMAF Butterworth Air Base,medium_airport,Butterworth,MY,5.46592,100.390999,0,0,1.0,1.0
MKZ,Malacca International Airport,medium_airport,Malacca,MY,2.265613,102.252778,0,0,1.0,1.0
LBP,Long Banga Airport,small_airport,Long Banga,MY,3.202138,115.401811,1,1,0.25,0.725300923812534
BKM,Bakalalan Airport,small_airport,Bakalalan,MY,3.974,115.617996,1,1,0.25,0.725300923812534
TGC,Tanjung Manis Airport,small_airport,Belawai,MY,2.17784,111.202003,1,1,0.25,0.725300923812534
LAC,Layang-Layang Airport,small_airport,Pulau Layang-Layang (Swallow Reef),MY,7.37157,113.844002,0,0,0.25,0.25
GTK,Sungai Tekai Airport,small_airport,Sungai Tekai,MY,2.64118,102.89297,0,0,0.25,0.25
